PKEY,YEAR,STATE,TYPEOFPRODUCER,ENERGYSOURCE,GENERATION
18388,2001,SC,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PUMPED STORAGE,-1035722
18389,2001,SC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,1364081
18390,2001,SC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,396314
18391,2001,SC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,25129
18392,2001,SC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER,537
18393,2001,SC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,-1
18394,2001,SC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,198
18395,2001,SC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,75795
18396,2001,SC,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,866109
18397,2001,SC,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,508632
18398,2001,SC,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,508632
18399,2001,SC,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,54326
18400,2001,SC,"COMBINED HEAT AND POWER, COMMERCIAL POWER",HYDROELECTRIC CONVENTIONAL,520
18401,2001,SC,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,2765
18402,2001,SC,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER,21157
18403,2001,SC,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,28045
18404,2001,SC,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,1839
18405,2001,SD,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,7400743
18406,2001,SD,TOTAL ELECTRIC POWER INDUSTRY,COAL,3611680
18407,2001,SD,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,3431865
18408,2001,SD,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,304803
18409,2001,SD,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,51524
18410,2001,SD,TOTAL ELECTRIC POWER INDUSTRY,WIND,871
18411,2001,SD,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,7400743
18412,2001,SD,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,3611680
18413,2001,SD,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,3431865
18414,2001,SD,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,304803
18415,2001,SD,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,51524
18416,2001,SD,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WIND,871
18417,2001,TN,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,96221976
18418,2001,TN,TOTAL ELECTRIC POWER INDUSTRY,COAL,59730032
18419,2001,TN,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,6946529
18420,2001,TN,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,455503
18421,2001,TN,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,28576431
18422,2001,TN,TOTAL ELECTRIC POWER INDUSTRY,OTHER,6620
18423,2001,TN,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,42598
18424,2001,TN,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,18496
18425,2001,TN,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,400064
18426,2001,TN,TOTAL ELECTRIC POWER INDUSTRY,PUMPED STORAGE,-733724
18427,2001,TN,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,779427
18428,2001,TN,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,247196
18429,2001,TN,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,213373
18430,2001,TN,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,33823
18431,2001,TN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,92937315
18432,2001,TN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,58166973
18433,2001,TN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,6542616
18434,2001,TN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,5316
18435,2001,TN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,28576431
18436,2001,TN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,379703
18437,2001,TN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PUMPED STORAGE,-733724
18438,2001,TN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,2930739
18439,2001,TN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,1513291
18440,2001,TN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",HYDROELECTRIC CONVENTIONAL,403913
18441,2001,TN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,195418
18442,2001,TN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER,0
18443,2001,TN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,18496
18444,2001,TN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,20361
18445,2001,TN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,779260
18446,2001,TN,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,167
18447,2001,TN,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER,0
18448,2001,TN,"COMBINED HEAT AND POWER, ELECTRIC POWER",WOOD AND WOOD DERIVED FUELS,167
18449,2001,TN,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,106559
18450,2001,TN,"COMBINED HEAT AND POWER, COMMERCIAL POWER",COAL,49768
18451,2001,TN,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,41396
18452,2001,TN,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER,6620
18453,2001,TN,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,8775
18454,2001,TX,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,372580002
18455,2001,TX,TOTAL ELECTRIC POWER INDUSTRY,COAL,135099921
18456,2001,TX,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,1200332
18457,2001,TX,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,190110981
18458,2001,TX,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,38162863
18459,2001,TX,TOTAL ELECTRIC POWER INDUSTRY,OTHER,1447232
18460,2001,TX,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,95829
18461,2001,TX,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,1574325
18462,2001,TX,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,2803403
18463,2001,TX,TOTAL ELECTRIC POWER INDUSTRY,SOLAR THERMAL AND PHOTOVOLTAIC,-5
18464,2001,TX,TOTAL ELECTRIC POWER INDUSTRY,WIND,1187510
18465,2001,TX,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,897611
18466,2001,TX,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,30778669
18467,2001,TX,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",COAL,0
18468,2001,TX,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,5806
18469,2001,TX,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,29505782
18470,2001,TX,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NUCLEAR,0
18471,2001,TX,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,34246
18472,2001,TX,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,45325
18473,2001,TX,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WIND,1187510
18474,2001,TX,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,265012955
18475,2001,TX,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,132296611
18476,2001,TX,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,1194526
18477,2001,TX,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,91617908
18478,2001,TX,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,38162863
18479,2001,TX,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,1741052
18480,2001,TX,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",SOLAR THERMAL AND PHOTOVOLTAIC,-5
18481,2001,TX,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,40687607
18482,2001,TX,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,2803310
18483,2001,TX,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,33862860
18484,2001,TX,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER,1447232
18485,2001,TX,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,34762
18486,2001,TX,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,1562907
18487,2001,TX,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,78925
18488,2001,TX,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,897611
18489,2001,TX,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,35617943
18490,2001,TX,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,34655856
18491,2001,TX,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER BIOMASS,16904
18492,2001,TX,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER GASES,11418
18493,2001,TX,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,933765
18494,2001,TX,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,482828
18495,2001,TX,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,468575
18496,2001,TX,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,9917
18497,2001,TX,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,4336
18498,2001,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,3736643653
18499,2001,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,COAL,1903955943
18500,2001,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,GEOTHERMAL,13740501
18501,2001,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,216961044
18502,2001,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,639129120
18503,2001,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,768826308
18504,2001,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,OTHER,11906342
18505,2001,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,14548153
18506,2001,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,9039473
18507,2001,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,124880222
18508,2001,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,PUMPED STORAGE,-8823445
18509,2001,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,SOLAR THERMAL AND PHOTOVOLTAIC,542755
18510,2001,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,WIND,6737332
18511,2001,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,35199905
18512,2001,US-TOTAL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,780591908
18513,2001,US-TOTAL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",COAL,291677827
18514,2001,US-TOTAL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",GEOTHERMAL,13588048
18515,2001,US-TOTAL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,15945306
18516,2001,US-TOTAL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,162540399
18517,2001,US-TOTAL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NUCLEAR,234619087
18518,2001,US-TOTAL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER,5460234
18519,2001,US-TOTAL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,10459976
18520,2001,US-TOTAL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER GASES,10135
18521,2001,US-TOTAL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,34257482
18522,2001,US-TOTAL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PUMPED STORAGE,-1118963
18523,2001,US-TOTAL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",SOLAR THERMAL AND PHOTOVOLTAIC,539429
18524,2001,US-TOTAL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WIND,6602362
18525,2001,US-TOTAL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WOOD AND WOOD DERIVED FUELS,6010586
18526,2001,US-TOTAL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,2629945673
18527,2001,US-TOTAL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,1560145542
18528,2001,US-TOTAL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",GEOTHERMAL,152453
18529,2001,US-TOTAL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,197803985
18530,2001,US-TOTAL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,264433673
18531,2001,US-TOTAL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,534207221
18532,2001,US-TOTAL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER,486149
18533,2001,US-TOTAL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER BIOMASS,815023
18534,2001,US-TOTAL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER GASES,0
18535,2001,US-TOTAL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,78907846
18536,2001,US-TOTAL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PUMPED STORAGE,-7704482
18537,2001,US-TOTAL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",SOLAR THERMAL AND PHOTOVOLTAIC,3326
18538,2001,US-TOTAL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WIND,134970
18539,2001,US-TOTAL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WOOD AND WOOD DERIVED FUELS,559967
18540,2001,US-TOTAL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,149174674
18541,2001,US-TOTAL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,20134647
18542,2001,US-TOTAL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",HYDROELECTRIC CONVENTIONAL,3145269
18543,2001,US-TOTAL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,79755122
18544,2001,US-TOTAL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER,4908080
18545,2001,US-TOTAL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,596396
18546,2001,US-TOTAL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,8453676
18547,2001,US-TOTAL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,5293001
18548,2001,US-TOTAL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,26888483
18549,2001,US-TOTAL,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,169515453
18550,2001,US-TOTAL,"COMBINED HEAT AND POWER, ELECTRIC POWER",COAL,31002767
18551,2001,US-TOTAL,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,127965611
18552,2001,US-TOTAL,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER,595181
18553,2001,US-TOTAL,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER BIOMASS,1669432
18554,2001,US-TOTAL,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER GASES,575656
18555,2001,US-TOTAL,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,5983563
18556,2001,US-TOTAL,"COMBINED HEAT AND POWER, ELECTRIC POWER",WOOD AND WOOD DERIVED FUELS,1723243
18557,2001,US-TOTAL,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,7415945
18558,2001,US-TOTAL,"COMBINED HEAT AND POWER, COMMERCIAL POWER",COAL,995160
18559,2001,US-TOTAL,"COMBINED HEAT AND POWER, COMMERCIAL POWER",HYDROELECTRIC CONVENTIONAL,66484
18560,2001,US-TOTAL,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,4434315
18561,2001,US-TOTAL,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER,456698
18562,2001,US-TOTAL,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,1007326
18563,2001,US-TOTAL,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER GASES,6
18564,2001,US-TOTAL,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,438330
18565,2001,US-TOTAL,"COMBINED HEAT AND POWER, COMMERCIAL POWER",WOOD AND WOOD DERIVED FUELS,17626
18566,2001,UT,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,35853750
18567,2001,UT,TOTAL ELECTRIC POWER INDUSTRY,COAL,33679308
18568,2001,UT,TOTAL ELECTRIC POWER INDUSTRY,GEOTHERMAL,152742
18569,2001,UT,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,508405
18570,2001,UT,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,1446077
18571,2001,UT,TOTAL ELECTRIC POWER INDUSTRY,OTHER,4146
18572,2001,UT,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,5496
18573,2001,UT,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,57576
18574,2001,UT,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,395584
18575,2001,UT,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",COAL,387382
18576,2001,UT,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,8202
18577,2001,UT,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,35138801
18578,2001,UT,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,33204340
18579,2001,UT,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",GEOTHERMAL,152742
18580,2001,UT,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,500203
18581,2001,UT,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,1223978
18582,2001,UT,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,57538
18583,2001,UT,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,288721
18584,2001,UT,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,87586
18585,2001,UT,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,201135
18586,2001,UT,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,9680
18587,2001,UT,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER,4146
18588,2001,UT,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER BIOMASS,5496
18589,2001,UT,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,38
18590,2001,UT,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,20964
18591,2001,UT,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,20964
18592,2001,VA,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,74104750
18593,2001,VA,TOTAL ELECTRIC POWER INDUSTRY,COAL,37769911
18594,2001,VA,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,1014224
18595,2001,VA,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,4196071
18596,2001,VA,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,25759130
18597,2001,VA,TOTAL ELECTRIC POWER INDUSTRY,OTHER,396806
18598,2001,VA,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,598969
18599,2001,VA,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,0
18600,2001,VA,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,5461613
18601,2001,VA,TOTAL ELECTRIC POWER INDUSTRY,PUMPED STORAGE,-2240077
18602,2001,VA,TOTAL ELECTRIC POWER INDUSTRY,SOLAR THERMAL AND PHOTOVOLTAIC,0
18603,2001,VA,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,1148103
18604,2001,VA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,4696904
18605,2001,VA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",COAL,2176225
18606,2001,VA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,39330
18607,2001,VA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,1458765
18608,2001,VA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER,256562
18609,2001,VA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,402654
18610,2001,VA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,361113
18611,2001,VA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WOOD AND WOOD DERIVED FUELS,2255
18612,2001,VA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,62135492
18613,2001,VA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,30657436
18614,2001,VA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,973563
18615,2001,VA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,2130640
18616,2001,VA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,25759130
18617,2001,VA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER GASES,0
18618,2001,VA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,4854800
18619,2001,VA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PUMPED STORAGE,-2240077
18620,2001,VA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",SOLAR THERMAL AND PHOTOVOLTAIC,0
18621,2001,VA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WOOD AND WOOD DERIVED FUELS,0
18622,2001,VA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,2164303
18623,2001,VA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,736144
18624,2001,VA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",HYDROELECTRIC CONVENTIONAL,1331
18625,2001,VA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,138085
18626,2001,VA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER,2960
18627,2001,VA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,1938
18628,2001,VA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,140759
18629,2001,VA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,1143086
18630,2001,VA,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,4593146
18631,2001,VA,"COMBINED HEAT AND POWER, ELECTRIC POWER",COAL,4194375
18632,2001,VA,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,341834
18633,2001,VA,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER BIOMASS,12395
18634,2001,VA,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,41780
18635,2001,VA,"COMBINED HEAT AND POWER, ELECTRIC POWER",WOOD AND WOOD DERIVED FUELS,2762
18636,2001,VA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,514905
18637,2001,VA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",COAL,5731
18638,2001,VA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,126747
18639,2001,VA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER,137284
18640,2001,VA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,181982
18641,2001,VA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,63161
18642,2001,VT,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,5480614
18643,2001,VT,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,884213
18644,2001,VT,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,11000
18645,2001,VT,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,4171120
18646,2001,VT,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,31740
18647,2001,VT,TOTAL ELECTRIC POWER INDUSTRY,WIND,12133
18648,2001,VT,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,370408
18649,2001,VT,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,711347
18650,2001,VT,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,537609
18651,2001,VT,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NUCLEAR,0
18652,2001,VT,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WOOD AND WOOD DERIVED FUELS,173738
18653,2001,VT,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,4734002
18654,2001,VT,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,330674
18655,2001,VT,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,11000
18656,2001,VT,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,4171120
18657,2001,VT,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,31740
18658,2001,VT,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WIND,12133
